dataset,q_type,qid,question,concept_tags,student_id,answer_text,selected_option,is_correct,time_s,source,misconception_label,bloom_level,difficulty_label
SYNTH,mcq,1013,Q 1013,subset,s1746,Selected B,B,0,38,synth,miscon-subset,Understand,Easy
SYNTH,short_answer,1014,Q 1014,closure,s1469,Explains closure,,0,30,synth,miscon-closure,Analyze,Medium
SYNTH,mcq,1015,Q 1015,parity,s0736,Selected D,D,1,19,synth,,Understand,Hard
SYNTH,short_answer,1016,Q 1016,DFA,s1794,Explains DFA,,1,34,synth,,Remember,Easy
SYNTH,mcq,1017,Q 1017,NFA,s0764,Selected B,B,0,24,synth,miscon-NFA,Create,Easy
SYNTH,short_answer,1018,Q 1018,regex,s0085,Explains regex,,0,42,synth,miscon-regex,Understand,Hard
SYNTH,mcq,1019,Q 1019,pumping,s0192,Selected D,D,0,25,synth,miscon-pumping,Analyze,Medium
SYNTH,short_answer,1020,Q 1020,equivalence,s1816,Explains equivalence,,1,30,synth,,Remember,Medium
SYNTH,mcq,1021,Q 1021,subset,s0520,Selected B,B,0,33,synth,miscon-subset,Analyze,Easy
SYNTH,short_answer,1022,Q 1022,closure,s0006,Explains closure,,1,36,synth,,Create,Easy
SYNTH,mcq,1023,Q 1023,parity,s0706,Selected D,D,0,50,synth,miscon-parity,Create,Hard
SYNTH,short_answer,1024,Q 1024,DFA,s0473,Explains DFA,,1,27,synth,,Analyze,Medium
SYNTH,mcq,1025,Q 1025,NFA,s0942,Selected B,B,1,31,synth,,Apply,Medium
SYNTH,short_answer,1026,Q 1026,regex,s1850,Explains regex,,0,48,synth,miscon-regex,Evaluate,Easy
SYNTH,mcq,1027,Q 1027,pumping,s1252,Selected D,D,1,27,synth,,Evaluate,Easy
SYNTH,short_answer,1028,Q 1028,equivalence,s0271,Explains equivalence,,1,35,synth,,Remember,Hard
SYNTH,mcq,1029,Q 1029,subset,s0047,Selected B,B,1,23,synth,,Create,Easy
SYNTH,short_answer,1030,Q 1030,closure,s1226,Explains closure,,0,42,synth,miscon-closure,Remember,Medium
SYNTH,mcq,1031,Q 1031,parity,s1399,Selected D,D,1,32,synth,,Create,Hard
SYNTH,short_answer,1032,Q 1032,DFA,s0152,Explains DFA,,0,41,synth,miscon-DFA,Analyze,Medium
SYNTH,mcq,1033,Q 1033,NFA,s0775,Selected B,B,0,54,synth,miscon-NFA,Evaluate,Easy
SYNTH,short_answer,1034,Q 1034,regex,s1763,Explains regex,,1,15,synth,,Understand,Hard
SYNTH,mcq,1035,Q 1035,pumping,s1535,Selected D,D,0,42,synth,miscon-pumping,Evaluate,Easy
SYNTH,short_answer,1036,Q 1036,equivalence,s0245,Explains equivalence,,0,41,synth,miscon-equivalence,Remember,Medium
SYNTH,mcq,1037,Q 1037,subset,s0508,Selected B,B,1,30,synth,,Create,Hard
SYNTH,short_answer,1038,Q 1038,closure,s1682,Explains closure,,0,49,synth,miscon-closure,Apply,Easy
SYNTH,mcq,1039,Q 1039,parity,s1270,Selected D,D,0,32,synth,miscon-parity,Analyze,Medium
SYNTH,short_answer,1040,Q 1040,DFA,s0333,Explains DFA,,1,41,synth,,Understand,Hard
SYNTH,mcq,1041,Q 1041,NFA,s0167,Selected B,B,1,31,synth,,Understand,Easy
SYNTH,short_answer,1042,Q 1042,regex,s0860,Explains regex,,1,21,synth,,Analyze,Easy
SYNTH,mcq,1043,Q 1043,pumping,s1027,Selected D,D,0,42,synth,miscon-pumping,Remember,Medium
SYNTH,short_answer,1044,Q 1044,equivalence,s0832,Explains equivalence,,1,32,synth,,Evaluate,Medium
SYNTH,mcq,1045,Q 1045,subset,s1985,Selected B,B,1,18,synth,,Analyze,Medium
SYNTH,short_answer,1046,Q 1046,closure,s0944,Explains closure,,0,39,synth,miscon-closure,Remember,Medium
SYNTH,mcq,1047,Q 1047,parity,s0479,Selected D,D,1,38,synth,,Create,Medium
SYNTH,short_answer,1048,Q 1048,DFA,s1905,Explains DFA,,1,32,synth,,Understand,Easy
SYNTH,mcq,1049,Q 1049,NFA,s1169,Selected B,B,0,26,synth,miscon-NFA,Evaluate,Medium
SYNTH,short_answer,1050,Q 1050,regex,s0742,Explains regex,,1,29,synth,,Apply,Easy
SYNTH,mcq,1051,Q 1051,pumping,s0621,Selected D,D,1,19,synth,,Evaluate,Medium
SYNTH,short_answer,1052,Q 1052,equivalence,s1595,Explains equivalence,,0,34,synth,miscon-equivalence,Apply,Medium
SYNTH,mcq,1053,Q 1053,subset,s1344,Selected B,B,1,58,synth,,Remember,Medium
SYNTH,short_answer,1054,Q 1054,closure,s1977,Explains closure,,0,47,synth,miscon-closure,Analyze,Medium
SYNTH,mcq,1055,Q 1055,parity,s0403,Selected D,D,0,37,synth,miscon-parity,Create,Medium
SYNTH,short_answer,1056,Q 1056,DFA,s1239,Explains DFA,,1,34,synth,,Understand,Hard
SYNTH,mcq,1057,Q 1057,NFA,s0461,Selected B,B,1,37,synth,,Evaluate,Medium
SYNTH,short_answer,1058,Q 1058,regex,s0705,Explains regex,,1,41,synth,,Remember,Medium
SYNTH,mcq,1059,Q 1059,pumping,s1326,Selected D,D,0,49,synth,miscon-pumping,Evaluate,Medium
SYNTH,short_answer,1060,Q 1060,equivalence,s0343,Explains equivalence,,0,49,synth,miscon-equivalence,Analyze,Easy
SYNTH,mcq,1061,Q 1061,subset,s0266,Selected B,B,1,35,synth,,Understand,Medium
SYNTH,short_answer,1062,Q 1062,closure,s0276,Explains closure,,1,41,synth,,Analyze,Easy
SYNTH,mcq,1063,Q 1063,parity,s0182,Selected D,D,1,23,synth,,Apply,Easy
SYNTH,short_answer,1064,Q 1064,DFA,s0524,Explains DFA,,1,31,synth,,Understand,Medium
SYNTH,mcq,1065,Q 1065,NFA,s1363,Selected B,B,0,35,synth,miscon-NFA,Understand,Hard
SYNTH,short_answer,1066,Q 1066,regex,s0704,Explains regex,,0,23,synth,miscon-regex,Create,Hard
SYNTH,mcq,1067,Q 1067,pumping,s1425,Selected D,D,1,30,synth,,Apply,Medium
SYNTH,short_answer,1068,Q 1068,equivalence,s1380,Explains equivalence,,1,26,synth,,Understand,Easy
SYNTH,mcq,1069,Q 1069,subset,s1391,Selected B,B,1,16,synth,,Evaluate,Hard
SYNTH,short_answer,1070,Q 1070,closure,s1304,Explains closure,,1,34,synth,,Remember,Hard
SYNTH,mcq,1071,Q 1071,parity,s1506,Selected D,D,0,42,synth,miscon-parity,Analyze,Hard
SYNTH,short_answer,1072,Q 1072,DFA,s1947,Explains DFA,,0,42,synth,miscon-DFA,Create,Hard
SYNTH,mcq,1073,Q 1073,NFA,s0201,Selected B,B,0,34,synth,miscon-NFA,Create,Hard
SYNTH,short_answer,1074,Q 1074,regex,s1906,Explains regex,,0,31,synth,miscon-regex,Analyze,Easy
SYNTH,mcq,1075,Q 1075,pumping,s1310,Selected D,D,0,47,synth,miscon-pumping,Understand,Hard
SYNTH,short_answer,1076,Q 1076,equivalence,s0638,Explains equivalence,,1,27,synth,,Create,Easy
SYNTH,mcq,1077,Q 1077,subset,s1348,Selected B,B,1,34,synth,,Evaluate,Hard
SYNTH,short_answer,1078,Q 1078,closure,s1399,Explains closure,,0,44,synth,miscon-closure,Analyze,Medium
SYNTH,mcq,1079,Q 1079,parity,s0452,Selected D,D,0,37,synth,miscon-parity,Understand,Hard
SYNTH,short_answer,1000,Q 1000,DFA,s0694,Explains DFA,,0,35,synth,miscon-DFA,Understand,Easy
SYNTH,mcq,1001,Q 1001,NFA,s1475,Selected B,B,0,38,synth,miscon-NFA,Apply,Medium
SYNTH,short_answer,1002,Q 1002,regex,s1995,Explains regex,,1,40,synth,,Understand,Medium
SYNTH,mcq,1003,Q 1003,pumping,s1366,Selected D,D,1,16,synth,,Remember,Medium
SYNTH,short_answer,1004,Q 1004,equivalence,s1089,Explains equivalence,,1,31,synth,,Understand,Easy
SYNTH,mcq,1005,Q 1005,subset,s0503,Selected B,B,1,22,synth,,Apply,Easy
SYNTH,short_answer,1006,Q 1006,closure,s1945,Explains closure,,0,36,synth,miscon-closure,Remember,Hard
SYNTH,mcq,1007,Q 1007,parity,s0494,Selected D,D,1,40,synth,,Remember,Easy
SYNTH,short_answer,1008,Q 1008,DFA,s1447,Explains DFA,,1,31,synth,,Apply,Hard
SYNTH,mcq,1009,Q 1009,NFA,s1084,Selected B,B,1,38,synth,,Analyze,Medium
SYNTH,short_answer,1010,Q 1010,regex,s0058,Explains regex,,1,34,synth,,Apply,Hard
SYNTH,mcq,1011,Q 1011,pumping,s0547,Selected D,D,1,36,synth,,Apply,Medium
SYNTH,short_answer,1012,Q 1012,equivalence,s1595,Explains equivalence,,0,43,synth,miscon-equivalence,Create,Medium
SYNTH,mcq,1013,Q 1013,subset,s1877,Selected B,B,0,46,synth,miscon-subset,Create,Hard
SYNTH,short_answer,1014,Q 1014,closure,s1383,Explains closure,,1,35,synth,,Apply,Medium
SYNTH,mcq,1015,Q 1015,parity,s0678,Selected D,D,1,45,synth,,Analyze,Medium
SYNTH,short_answer,1016,Q 1016,DFA,s1202,Explains DFA,,0,36,synth,miscon-DFA,Create,Hard
SYNTH,mcq,1017,Q 1017,NFA,s1634,Selected B,B,1,17,synth,,Apply,Hard
SYNTH,short_answer,1018,Q 1018,regex,s1582,Explains regex,,1,36,synth,,Create,Medium
SYNTH,mcq,1019,Q 1019,pumping,s1940,Selected D,D,1,26,synth,,Understand,Medium
SYNTH,short_answer,1020,Q 1020,equivalence,s1981,Explains equivalence,,0,37,synth,miscon-equivalence,Understand,Medium
SYNTH,mcq,1021,Q 1021,subset,s0760,Selected B,B,1,20,synth,,Evaluate,Medium
SYNTH,short_answer,1022,Q 1022,closure,s1756,Explains closure,,1,41,synth,,Apply,Medium
SYNTH,mcq,1023,Q 1023,parity,s0792,Selected D,D,1,42,synth,,Create,Hard
SYNTH,short_answer,1024,Q 1024,DFA,s1592,Explains DFA,,1,28,synth,,Evaluate,Medium
SYNTH,mcq,1025,Q 1025,NFA,s1971,Selected B,B,1,31,synth,,Remember,Medium
SYNTH,short_answer,1026,Q 1026,regex,s0428,Explains regex,,0,34,synth,miscon-regex,Apply,Easy
SYNTH,mcq,1027,Q 1027,pumping,s0162,Selected D,D,1,48,synth,,Understand,Medium
SYNTH,short_answer,1028,Q 1028,equivalence,s0585,Explains equivalence,,0,30,synth,miscon-equivalence,Apply,Easy
SYNTH,mcq,1029,Q 1029,subset,s1097,Selected B,B,1,33,synth,,Create,Easy
SYNTH,short_answer,1030,Q 1030,closure,s1173,Explains closure,,1,30,synth,,Apply,Hard
SYNTH,mcq,1031,Q 1031,parity,s1879,Selected D,D,0,39,synth,miscon-parity,Apply,Hard
SYNTH,short_answer,1032,Q 1032,DFA,s0180,Explains DFA,,0,43,synth,miscon-DFA,Apply,Easy
SYNTH,mcq,1033,Q 1033,NFA,s1558,Selected B,B,1,20,synth,,Analyze,Hard
SYNTH,short_answer,1034,Q 1034,regex,s0293,Explains regex,,0,55,synth,miscon-regex,Apply,Medium
SYNTH,mcq,1035,Q 1035,pumping,s1180,Selected D,D,0,45,synth,miscon-pumping,Analyze,Medium
SYNTH,short_answer,1036,Q 1036,equivalence,s0619,Explains equivalence,,0,43,synth,miscon-equivalence,Analyze,Easy
SYNTH,mcq,1037,Q 1037,subset,s0232,Selected B,B,1,35,synth,,Understand,Easy
SYNTH,short_answer,1038,Q 1038,closure,s0929,Explains closure,,1,29,synth,,Apply,Easy
SYNTH,mcq,1039,Q 1039,parity,s0491,Selected D,D,0,50,synth,miscon-parity,Apply,Hard
SYNTH,short_answer,1040,Q 1040,DFA,s1206,Explains DFA,,1,42,synth,,Remember,Medium
SYNTH,mcq,1041,Q 1041,NFA,s0372,Selected B,B,0,33,synth,miscon-NFA,Analyze,Easy
SYNTH,short_answer,1042,Q 1042,regex,s1912,Explains regex,,1,32,synth,,Apply,Easy
SYNTH,mcq,1043,Q 1043,pumping,s1368,Selected D,D,1,33,synth,,Apply,Hard
SYNTH,short_answer,1044,Q 1044,equivalence,s1116,Explains equivalence,,1,22,synth,,Evaluate,Easy
SYNTH,mcq,1045,Q 1045,subset,s0508,Selected B,B,1,29,synth,,Understand,Medium
SYNTH,short_answer,1046,Q 1046,closure,s1673,Explains closure,,0,55,synth,miscon-closure,Remember,Medium
SYNTH,mcq,1047,Q 1047,parity,s1591,Selected D,D,1,38,synth,,Apply,Medium
SYNTH,short_answer,1048,Q 1048,DFA,s0438,Explains DFA,,0,40,synth,miscon-DFA,Create,Easy
SYNTH,mcq,1049,Q 1049,NFA,s0928,Selected B,B,0,48,synth,miscon-NFA,Evaluate,Medium
SYNTH,short_answer,1050,Q 1050,regex,s0451,Explains regex,,0,47,synth,miscon-regex,Create,Medium
SYNTH,mcq,1051,Q 1051,pumping,s0463,Selected D,D,1,37,synth,,Remember,Hard
SYNTH,short_answer,1052,Q 1052,equivalence,s1851,Explains equivalence,,1,18,synth,,Remember,Easy
SYNTH,mcq,1053,Q 1053,subset,s1094,Selected B,B,1,34,synth,,Create,Hard
SYNTH,short_answer,1054,Q 1054,closure,s1497,Explains closure,,1,26,synth,,Remember,Medium
SYNTH,mcq,1055,Q 1055,parity,s1926,Selected D,D,0,41,synth,miscon-parity,Evaluate,Medium
SYNTH,short_answer,1056,Q 1056,DFA,s1884,Explains DFA,,0,45,synth,miscon-DFA,Understand,Easy
SYNTH,mcq,1057,Q 1057,NFA,s1909,Selected B,B,1,23,synth,,Remember,Easy
SYNTH,short_answer,1058,Q 1058,regex,s0755,Explains regex,,1,24,synth,,Create,Hard
SYNTH,mcq,1059,Q 1059,pumping,s0915,Selected D,D,1,33,synth,,Remember,Hard
SYNTH,short_answer,1060,Q 1060,equivalence,s0576,Explains equivalence,,1,21,synth,,Apply,Easy
SYNTH,mcq,1061,Q 1061,subset,s0429,Selected B,B,1,35,synth,,Apply,Hard
SYNTH,short_answer,1062,Q 1062,closure,s0573,Explains closure,,1,43,synth,,Create,Easy
SYNTH,mcq,1063,Q 1063,parity,s0887,Selected D,D,1,38,synth,,Evaluate,Medium
SYNTH,short_answer,1064,Q 1064,DFA,s0532,Explains DFA,,1,42,synth,,Apply,Hard
SYNTH,mcq,1065,Q 1065,NFA,s1333,Selected B,B,1,28,synth,,Create,Medium
SYNTH,short_answer,1066,Q 1066,regex,s0100,Explains regex,,0,44,synth,miscon-regex,Remember,Medium
SYNTH,mcq,1067,Q 1067,pumping,s0398,Selected D,D,1,38,synth,,Create,Easy
SYNTH,short_answer,1068,Q 1068,equivalence,s1782,Explains equivalence,,1,20,synth,,Create,Hard
SYNTH,mcq,1069,Q 1069,subset,s0052,Selected B,B,0,34,synth,miscon-subset,Create,Hard
SYNTH,short_answer,1070,Q 1070,closure,s0842,Explains closure,,0,43,synth,miscon-closure,Apply,Hard
SYNTH,mcq,1071,Q 1071,parity,s1681,Selected D,D,0,38,synth,miscon-parity,Understand,Easy
SYNTH,short_answer,1072,Q 1072,DFA,s1854,Explains DFA,,1,20,synth,,Analyze,Medium
SYNTH,mcq,1073,Q 1073,NFA,s0928,Selected B,B,0,36,synth,miscon-NFA,Understand,Hard
SYNTH,short_answer,1074,Q 1074,regex,s0881,Explains regex,,1,27,synth,,Analyze,Hard
SYNTH,mcq,1075,Q 1075,pumping,s0664,Selected D,D,0,46,synth,miscon-pumping,Analyze,Easy
SYNTH,short_answer,1076,Q 1076,equivalence,s0400,Explains equivalence,,1,40,synth,,Analyze,Easy
SYNTH,mcq,1077,Q 1077,subset,s0229,Selected B,B,0,35,synth,miscon-subset,Apply,Easy
SYNTH,short_answer,1078,Q 1078,closure,s1323,Explains closure,,0,37,synth,miscon-closure,Remember,Hard
SYNTH,mcq,1079,Q 1079,parity,s1435,Selected D,D,0,24,synth,miscon-parity,Apply,Easy
SYNTH,short_answer,1000,Q 1000,DFA,s1667,Explains DFA,,0,48,synth,miscon-DFA,Analyze,Hard
SYNTH,mcq,1001,Q 1001,NFA,s0129,Selected B,B,1,27,synth,,Remember,Medium
SYNTH,short_answer,1002,Q 1002,regex,s0667,Explains regex,,0,34,synth,miscon-regex,Create,Hard
SYNTH,mcq,1003,Q 1003,pumping,s1349,Selected D,D,1,22,synth,,Remember,Easy
SYNTH,short_answer,1004,Q 1004,equivalence,s0052,Explains equivalence,,1,52,synth,,Understand,Medium
SYNTH,mcq,1005,Q 1005,subset,s1754,Selected B,B,1,40,synth,,Create,Easy
SYNTH,short_answer,1006,Q 1006,closure,s1494,Explains closure,,1,25,synth,,Understand,Easy
SYNTH,mcq,1007,Q 1007,parity,s0634,Selected D,D,1,41,synth,,Understand,Medium
SYNTH,short_answer,1008,Q 1008,DFA,s0949,Explains DFA,,0,42,synth,miscon-DFA,Create,Easy
SYNTH,mcq,1009,Q 1009,NFA,s0246,Selected B,B,1,34,synth,,Analyze,Easy
SYNTH,short_answer,1010,Q 1010,regex,s1238,Explains regex,,0,39,synth,miscon-regex,Apply,Easy
SYNTH,mcq,1011,Q 1011,pumping,s1982,Selected D,D,0,42,synth,miscon-pumping,Evaluate,Hard
SYNTH,short_answer,1012,Q 1012,equivalence,s1622,Explains equivalence,,1,13,synth,,Remember,Easy
SYNTH,mcq,1013,Q 1013,subset,s1563,Selected B,B,0,36,synth,miscon-subset,Analyze,Hard
SYNTH,short_answer,1014,Q 1014,closure,s1651,Explains closure,,1,23,synth,,Create,Hard
SYNTH,mcq,1015,Q 1015,parity,s0178,Selected D,D,1,17,synth,,Analyze,Easy
SYNTH,short_answer,1016,Q 1016,DFA,s1861,Explains DFA,,1,22,synth,,Remember,Easy
SYNTH,mcq,1017,Q 1017,NFA,s0250,Selected B,B,1,28,synth,,Understand,Medium
SYNTH,short_answer,1018,Q 1018,regex,s1275,Explains regex,,1,42,synth,,Apply,Medium
SYNTH,mcq,1019,Q 1019,pumping,s1453,Selected D,D,1,33,synth,,Understand,Hard
SYNTH,short_answer,1020,Q 1020,equivalence,s1589,Explains equivalence,,1,33,synth,,Analyze,Easy
SYNTH,mcq,1021,Q 1021,subset,s1857,Selected B,B,1,28,synth,,Create,Easy
SYNTH,short_answer,1022,Q 1022,closure,s1231,Explains closure,,1,39,synth,,Create,Easy
SYNTH,mcq,1023,Q 1023,parity,s1179,Selected D,D,0,26,synth,miscon-parity,Create,Hard
SYNTH,short_answer,1024,Q 1024,DFA,s1753,Explains DFA,,0,36,synth,miscon-DFA,Analyze,Easy
SYNTH,mcq,1025,Q 1025,NFA,s0705,Selected B,B,1,41,synth,,Understand,Hard
SYNTH,short_answer,1026,Q 1026,regex,s0765,Explains regex,,1,27,synth,,Evaluate,Medium
SYNTH,mcq,1027,Q 1027,pumping,s1695,Selected D,D,1,29,synth,,Create,Hard
SYNTH,short_answer,1028,Q 1028,equivalence,s0437,Explains equivalence,,0,29,synth,miscon-equivalence,Understand,Easy
SYNTH,mcq,1029,Q 1029,subset,s0347,Selected B,B,1,30,synth,,Understand,Hard
SYNTH,short_answer,1030,Q 1030,closure,s1420,Explains closure,,1,46,synth,,Analyze,Easy
SYNTH,mcq,1031,Q 1031,parity,s1433,Selected D,D,1,40,synth,,Evaluate,Easy
SYNTH,short_answer,1032,Q 1032,DFA,s1831,Explains DFA,,0,54,synth,miscon-DFA,Evaluate,Hard
SYNTH,mcq,1033,Q 1033,NFA,s1246,Selected B,B,1,23,synth,,Understand,Easy
SYNTH,short_answer,1034,Q 1034,regex,s0589,Explains regex,,1,26,synth,,Apply,Medium
SYNTH,mcq,1035,Q 1035,pumping,s1416,Selected D,D,0,40,synth,miscon-pumping,Create,Easy
SYNTH,short_answer,1036,Q 1036,equivalence,s1602,Explains equivalence,,0,53,synth,miscon-equivalence,Apply,Easy
SYNTH,mcq,1037,Q 1037,subset,s0265,Selected B,B,1,17,synth,,Understand,Medium
SYNTH,short_answer,1038,Q 1038,closure,s0875,Explains closure,,1,23,synth,,Remember,Hard
SYNTH,mcq,1039,Q 1039,parity,s0717,Selected D,D,1,26,synth,,Remember,Medium
SYNTH,short_answer,1040,Q 1040,DFA,s0814,Explains DFA,,1,24,synth,,Remember,Easy
SYNTH,mcq,1041,Q 1041,NFA,s1129,Selected B,B,1,20,synth,,Analyze,Easy
SYNTH,short_answer,1042,Q 1042,regex,s1048,Explains regex,,0,32,synth,miscon-regex,Understand,Medium
SYNTH,mcq,1043,Q 1043,pumping,s1244,Selected D,D,1,31,synth,,Analyze,Easy
SYNTH,short_answer,1044,Q 1044,equivalence,s1566,Explains equivalence,,0,35,synth,miscon-equivalence,Evaluate,Easy
SYNTH,mcq,1045,Q 1045,subset,s1700,Selected B,B,1,39,synth,,Understand,Medium
SYNTH,short_answer,1046,Q 1046,closure,s0080,Explains closure,,1,32,synth,,Remember,Easy
SYNTH,mcq,1047,Q 1047,parity,s1007,Selected D,D,0,23,synth,miscon-parity,Remember,Easy
SYNTH,short_answer,1048,Q 1048,DFA,s0812,Explains DFA,,0,33,synth,miscon-DFA,Remember,Medium
SYNTH,mcq,1049,Q 1049,NFA,s1321,Selected B,B,1,20,synth,,Evaluate,Easy
SYNTH,short_answer,1050,Q 1050,regex,s1829,Explains regex,,1,16,synth,,Evaluate,Hard
SYNTH,mcq,1051,Q 1051,pumping,s1148,Selected D,D,1,18,synth,,Create,Easy
SYNTH,short_answer,1052,Q 1052,equivalence,s1447,Explains equivalence,,1,28,synth,,Remember,Medium
SYNTH,mcq,1053,Q 1053,subset,s1365,Selected B,B,1,40,synth,,Create,Medium
SYNTH,short_answer,1054,Q 1054,closure,s1891,Explains closure,,0,38,synth,miscon-closure,Create,Medium
SYNTH,mcq,1055,Q 1055,parity,s1094,Selected D,D,0,48,synth,miscon-parity,Apply,Medium
SYNTH,short_answer,1056,Q 1056,DFA,s0980,Explains DFA,,1,25,synth,,Understand,Medium
SYNTH,mcq,1057,Q 1057,NFA,s0907,Selected B,B,1,30,synth,,Apply,Easy
SYNTH,short_answer,1058,Q 1058,regex,s0298,Explains regex,,0,48,synth,miscon-regex,Understand,Easy
SYNTH,mcq,1059,Q 1059,pumping,s1415,Selected D,D,0,33,synth,miscon-pumping,Understand,Easy
SYNTH,short_answer,1060,Q 1060,equivalence,s1951,Explains equivalence,,1,30,synth,,Understand,Hard
SYNTH,mcq,1061,Q 1061,subset,s1042,Selected B,B,1,44,synth,,Remember,Hard
SYNTH,short_answer,1062,Q 1062,closure,s0218,Explains closure,,0,42,synth,miscon-closure,Evaluate,Medium
SYNTH,mcq,1063,Q 1063,parity,s0520,Selected D,D,0,59,synth,miscon-parity,Understand,Medium
SYNTH,short_answer,1064,Q 1064,DFA,s1148,Explains DFA,,1,30,synth,,Create,Hard
SYNTH,mcq,1065,Q 1065,NFA,s1160,Selected B,B,1,32,synth,,Understand,Hard
SYNTH,short_answer,1066,Q 1066,regex,s1671,Explains regex,,1,32,synth,,Create,Hard
SYNTH,mcq,1067,Q 1067,pumping,s1293,Selected D,D,0,30,synth,miscon-pumping,Understand,Easy
SYNTH,short_answer,1068,Q 1068,equivalence,s1504,Explains equivalence,,1,29,synth,,Apply,Medium
SYNTH,mcq,1069,Q 1069,subset,s0118,Selected B,B,1,22,synth,,Analyze,Easy
SYNTH,short_answer,1070,Q 1070,closure,s1682,Explains closure,,0,40,synth,miscon-closure,Evaluate,Medium
SYNTH,mcq,1071,Q 1071,parity,s0433,Selected D,D,1,20,synth,,Apply,Hard
SYNTH,short_answer,1072,Q 1072,DFA,s0101,Explains DFA,,0,31,synth,miscon-DFA,Analyze,Easy
SYNTH,mcq,1073,Q 1073,NFA,s1707,Selected B,B,1,32,synth,,Create,Hard
SYNTH,short_answer,1074,Q 1074,regex,s0981,Explains regex,,0,46,synth,miscon-regex,Understand,Easy
SYNTH,mcq,1075,Q 1075,pumping,s1752,Selected D,D,1,33,synth,,Create,Easy
SYNTH,short_answer,1076,Q 1076,equivalence,s1089,Explains equivalence,,0,43,synth,miscon-equivalence,Remember,Medium
SYNTH,mcq,1077,Q 1077,subset,s0813,Selected B,B,0,47,synth,miscon-subset,Create,Medium
SYNTH,short_answer,1078,Q 1078,closure,s0565,Explains closure,,1,30,synth,,Remember,Easy
SYNTH,mcq,1079,Q 1079,parity,s0013,Selected D,D,1,23,synth,,Analyze,Hard
SYNTH,short_answer,1000,Q 1000,DFA,s0646,Explains DFA,,0,54,synth,miscon-DFA,Understand,Hard
SYNTH,mcq,1001,Q 1001,NFA,s1946,Selected B,B,0,35,synth,miscon-NFA,Apply,Easy
SYNTH,short_answer,1002,Q 1002,regex,s1338,Explains regex,,1,24,synth,,Evaluate,Medium
SYNTH,mcq,1003,Q 1003,pumping,s0305,Selected D,D,0,30,synth,miscon-pumping,Remember,Hard
SYNTH,short_answer,1004,Q 1004,equivalence,s0147,Explains equivalence,,0,45,synth,miscon-equivalence,Understand,Medium
SYNTH,mcq,1005,Q 1005,subset,s0358,Selected B,B,1,25,synth,,Analyze,Hard
SYNTH,short_answer,1006,Q 1006,closure,s0118,Explains closure,,0,53,synth,miscon-closure,Evaluate,Medium
SYNTH,mcq,1007,Q 1007,parity,s1360,Selected D,D,0,36,synth,miscon-parity,Analyze,Easy
SYNTH,short_answer,1008,Q 1008,DFA,s1170,Explains DFA,,0,30,synth,miscon-DFA,Create,Medium
SYNTH,mcq,1009,Q 1009,NFA,s1346,Selected B,B,0,38,synth,miscon-NFA,Apply,Medium
SYNTH,short_answer,1010,Q 1010,regex,s0130,Explains regex,,1,31,synth,,Apply,Hard
SYNTH,mcq,1011,Q 1011,pumping,s0567,Selected D,D,1,26,synth,,Analyze,Easy
SYNTH,short_answer,1012,Q 1012,equivalence,s0741,Explains equivalence,,1,29,synth,,Apply,Medium
SYNTH,mcq,1013,Q 1013,subset,s1165,Selected B,B,1,37,synth,,Remember,Easy
SYNTH,short_answer,1014,Q 1014,closure,s1919,Explains closure,,0,48,synth,miscon-closure,Create,Hard
SYNTH,mcq,1015,Q 1015,parity,s0138,Selected D,D,1,36,synth,,Apply,Easy
SYNTH,short_answer,1016,Q 1016,DFA,s0877,Explains DFA,,1,31,synth,,Create,Medium
SYNTH,mcq,1017,Q 1017,NFA,s0148,Selected B,B,0,37,synth,miscon-NFA,Remember,Hard
SYNTH,short_answer,1018,Q 1018,regex,s1570,Explains regex,,1,34,synth,,Create,Medium
SYNTH,mcq,1019,Q 1019,pumping,s0676,Selected D,D,1,35,synth,,Analyze,Medium
SYNTH,short_answer,1020,Q 1020,equivalence,s0035,Explains equivalence,,0,57,synth,miscon-equivalence,Evaluate,Hard
SYNTH,mcq,1021,Q 1021,subset,s0188,Selected B,B,0,47,synth,miscon-subset,Evaluate,Hard
SYNTH,short_answer,1022,Q 1022,closure,s0770,Explains closure,,0,42,synth,miscon-closure,Evaluate,Easy
SYNTH,mcq,1023,Q 1023,parity,s1211,Selected D,D,0,48,synth,miscon-parity,Apply,Medium
SYNTH,short_answer,1024,Q 1024,DFA,s1121,Explains DFA,,0,49,synth,miscon-DFA,Analyze,Medium
SYNTH,mcq,1025,Q 1025,NFA,s1649,Selected B,B,0,48,synth,miscon-NFA,Understand,Easy
SYNTH,short_answer,1026,Q 1026,regex,s0978,Explains regex,,1,17,synth,,Remember,Easy
SYNTH,mcq,1027,Q 1027,pumping,s0038,Selected D,D,0,36,synth,miscon-pumping,Apply,Easy
SYNTH,short_answer,1028,Q 1028,equivalence,s0891,Explains equivalence,,0,39,synth,miscon-equivalence,Understand,Hard
SYNTH,mcq,1029,Q 1029,subset,s0031,Selected B,B,0,44,synth,miscon-subset,Remember,Hard
SYNTH,short_answer,1030,Q 1030,closure,s1776,Explains closure,,0,31,synth,miscon-closure,Create,Medium
SYNTH,mcq,1031,Q 1031,parity,s0197,Selected D,D,0,46,synth,miscon-parity,Understand,Hard
SYNTH,short_answer,1032,Q 1032,DFA,s1356,Explains DFA,,0,38,synth,miscon-DFA,Remember,Easy
