dataset,q_type,qid,question,concept_tags,student_id,answer_text,selected_option,is_correct,time_s,source,misconception_label,bloom_level,difficulty_label
OpenStaxMock,short_answer,2014,What is probability?,probability,s0281,Student explains probability in their own words,,0,64,openstax_mock,miscon-probability,Understand,Hard
OpenStaxMock,short_answer,2015,What is derivative?,derivative,s0560,Student explains derivative in their own words,,0,39,openstax_mock,miscon-derivative,Apply,Hard
OpenStaxMock,short_answer,2016,What is integral?,integral,s0160,Student explains integral in their own words,,0,39,openstax_mock,miscon-integral,Analyze,Easy
OpenStaxMock,short_answer,2017,What is limit?,limit,s0300,Student explains limit in their own words,,0,99,openstax_mock,miscon-limit,Analyze,Hard
OpenStaxMock,short_answer,2018,What is matrix?,matrix,s0682,Student explains matrix in their own words,,1,81,openstax_mock,,Understand,Medium
OpenStaxMock,short_answer,2019,What is probability?,probability,s0314,Student explains probability in their own words,,1,84,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2020,What is derivative?,derivative,s0901,Student explains derivative in their own words,,1,117,openstax_mock,,Understand,Hard
OpenStaxMock,short_answer,2021,What is integral?,integral,s0302,Student explains integral in their own words,,1,94,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2022,What is limit?,limit,s0493,Student explains limit in their own words,,0,38,openstax_mock,miscon-limit,Apply,Hard
OpenStaxMock,short_answer,2023,What is matrix?,matrix,s0444,Student explains matrix in their own words,,0,97,openstax_mock,miscon-matrix,Apply,Hard
OpenStaxMock,short_answer,2024,What is probability?,probability,s0125,Student explains probability in their own words,,0,45,openstax_mock,miscon-probability,Understand,Easy
OpenStaxMock,short_answer,2025,What is derivative?,derivative,s0086,Student explains derivative in their own words,,1,41,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2026,What is integral?,integral,s0972,Student explains integral in their own words,,0,118,openstax_mock,miscon-integral,Apply,Easy
OpenStaxMock,short_answer,2027,What is limit?,limit,s0858,Student explains limit in their own words,,1,82,openstax_mock,,Understand,Hard
OpenStaxMock,short_answer,2028,What is matrix?,matrix,s0076,Student explains matrix in their own words,,1,107,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2029,What is probability?,probability,s0905,Student explains probability in their own words,,0,36,openstax_mock,miscon-probability,Apply,Hard
OpenStaxMock,short_answer,2030,What is derivative?,derivative,s0546,Student explains derivative in their own words,,0,30,openstax_mock,miscon-derivative,Remember,Easy
OpenStaxMock,short_answer,2031,What is integral?,integral,s0201,Student explains integral in their own words,,0,104,openstax_mock,miscon-integral,Analyze,Hard
OpenStaxMock,short_answer,2032,What is limit?,limit,s0575,Student explains limit in their own words,,1,24,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2033,What is matrix?,matrix,s0034,Student explains matrix in their own words,,0,45,openstax_mock,miscon-matrix,Understand,Easy
OpenStaxMock,short_answer,2034,What is probability?,probability,s0152,Student explains probability in their own words,,1,105,openstax_mock,,Understand,Medium
OpenStaxMock,short_answer,2035,What is derivative?,derivative,s0104,Student explains derivative in their own words,,1,66,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2036,What is integral?,integral,s0673,Student explains integral in their own words,,1,38,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2037,What is limit?,limit,s0170,Student explains limit in their own words,,1,31,openstax_mock,,Understand,Medium
OpenStaxMock,short_answer,2038,What is matrix?,matrix,s0738,Student explains matrix in their own words,,1,21,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2039,What is probability?,probability,s0699,Student explains probability in their own words,,0,64,openstax_mock,miscon-probability,Apply,Medium
OpenStaxMock,short_answer,2040,What is derivative?,derivative,s0461,Student explains derivative in their own words,,1,82,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2041,What is integral?,integral,s0082,Student explains integral in their own words,,1,108,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2042,What is limit?,limit,s0559,Student explains limit in their own words,,1,104,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2043,What is matrix?,matrix,s0839,Student explains matrix in their own words,,1,100,openstax_mock,,Remember,Hard
OpenStaxMock,short_answer,2044,What is probability?,probability,s0220,Student explains probability in their own words,,0,96,openstax_mock,miscon-probability,Understand,Medium
OpenStaxMock,short_answer,2045,What is derivative?,derivative,s0482,Student explains derivative in their own words,,1,74,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2046,What is integral?,integral,s0193,Student explains integral in their own words,,0,84,openstax_mock,miscon-integral,Remember,Hard
OpenStaxMock,short_answer,2047,What is limit?,limit,s0102,Student explains limit in their own words,,1,69,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2048,What is matrix?,matrix,s0285,Student explains matrix in their own words,,1,86,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2049,What is probability?,probability,s0450,Student explains probability in their own words,,0,75,openstax_mock,miscon-probability,Apply,Medium
OpenStaxMock,short_answer,2000,What is derivative?,derivative,s0973,Student explains derivative in their own words,,1,35,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2001,What is integral?,integral,s0352,Student explains integral in their own words,,0,61,openstax_mock,miscon-integral,Apply,Medium
OpenStaxMock,short_answer,2002,What is limit?,limit,s0885,Student explains limit in their own words,,1,88,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2003,What is matrix?,matrix,s0778,Student explains matrix in their own words,,1,116,openstax_mock,,Understand,Hard
OpenStaxMock,short_answer,2004,What is probability?,probability,s0199,Student explains probability in their own words,,1,46,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2005,What is derivative?,derivative,s0417,Student explains derivative in their own words,,0,39,openstax_mock,miscon-derivative,Apply,Hard
OpenStaxMock,short_answer,2006,What is integral?,integral,s0269,Student explains integral in their own words,,1,93,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2007,What is limit?,limit,s0378,Student explains limit in their own words,,1,32,openstax_mock,,Analyze,Hard
OpenStaxMock,short_answer,2008,What is matrix?,matrix,s0093,Student explains matrix in their own words,,1,65,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2009,What is probability?,probability,s0577,Student explains probability in their own words,,0,98,openstax_mock,miscon-probability,Remember,Medium
OpenStaxMock,short_answer,2010,What is derivative?,derivative,s0401,Student explains derivative in their own words,,0,92,openstax_mock,miscon-derivative,Apply,Medium
OpenStaxMock,short_answer,2011,What is integral?,integral,s0652,Student explains integral in their own words,,1,43,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2012,What is limit?,limit,s0149,Student explains limit in their own words,,1,104,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2013,What is matrix?,matrix,s0158,Student explains matrix in their own words,,1,44,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2014,What is probability?,probability,s0445,Student explains probability in their own words,,1,81,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2015,What is derivative?,derivative,s0492,Student explains derivative in their own words,,0,50,openstax_mock,miscon-derivative,Remember,Medium
OpenStaxMock,short_answer,2016,What is integral?,integral,s0961,Student explains integral in their own words,,0,102,openstax_mock,miscon-integral,Analyze,Easy
OpenStaxMock,short_answer,2017,What is limit?,limit,s0902,Student explains limit in their own words,,0,83,openstax_mock,miscon-limit,Understand,Hard
OpenStaxMock,short_answer,2018,What is matrix?,matrix,s0129,Student explains matrix in their own words,,1,49,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2019,What is probability?,probability,s0206,Student explains probability in their own words,,0,39,openstax_mock,miscon-probability,Remember,Hard
OpenStaxMock,short_answer,2020,What is derivative?,derivative,s0416,Student explains derivative in their own words,,1,112,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2021,What is integral?,integral,s0394,Student explains integral in their own words,,0,19,openstax_mock,miscon-integral,Apply,Medium
OpenStaxMock,short_answer,2022,What is limit?,limit,s0900,Student explains limit in their own words,,0,33,openstax_mock,miscon-limit,Remember,Hard
OpenStaxMock,short_answer,2023,What is matrix?,matrix,s0678,Student explains matrix in their own words,,1,54,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2024,What is probability?,probability,s0275,Student explains probability in their own words,,1,25,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2025,What is derivative?,derivative,s0532,Student explains derivative in their own words,,0,113,openstax_mock,miscon-derivative,Apply,Hard
OpenStaxMock,short_answer,2026,What is integral?,integral,s0231,Student explains integral in their own words,,1,113,openstax_mock,,Remember,Hard
OpenStaxMock,short_answer,2027,What is limit?,limit,s0680,Student explains limit in their own words,,0,113,openstax_mock,miscon-limit,Apply,Easy
OpenStaxMock,short_answer,2028,What is matrix?,matrix,s0020,Student explains matrix in their own words,,0,22,openstax_mock,miscon-matrix,Analyze,Hard
OpenStaxMock,short_answer,2029,What is probability?,probability,s0408,Student explains probability in their own words,,1,59,openstax_mock,,Remember,Hard
OpenStaxMock,short_answer,2030,What is derivative?,derivative,s0629,Student explains derivative in their own words,,0,16,openstax_mock,miscon-derivative,Remember,Hard
OpenStaxMock,short_answer,2031,What is integral?,integral,s0631,Student explains integral in their own words,,1,49,openstax_mock,,Analyze,Hard
OpenStaxMock,short_answer,2032,What is limit?,limit,s0555,Student explains limit in their own words,,0,89,openstax_mock,miscon-limit,Analyze,Medium
OpenStaxMock,short_answer,2033,What is matrix?,matrix,s0757,Student explains matrix in their own words,,1,84,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2034,What is probability?,probability,s0104,Student explains probability in their own words,,0,78,openstax_mock,miscon-probability,Remember,Hard
OpenStaxMock,short_answer,2035,What is derivative?,derivative,s0906,Student explains derivative in their own words,,1,98,openstax_mock,,Analyze,Easy
OpenStaxMock,short_answer,2036,What is integral?,integral,s1000,Student explains integral in their own words,,1,39,openstax_mock,,Analyze,Hard
OpenStaxMock,short_answer,2037,What is limit?,limit,s0759,Student explains limit in their own words,,1,76,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2038,What is matrix?,matrix,s0459,Student explains matrix in their own words,,0,65,openstax_mock,miscon-matrix,Apply,Hard
OpenStaxMock,short_answer,2039,What is probability?,probability,s0599,Student explains probability in their own words,,0,50,openstax_mock,miscon-probability,Remember,Medium
OpenStaxMock,short_answer,2040,What is derivative?,derivative,s0868,Student explains derivative in their own words,,0,59,openstax_mock,miscon-derivative,Analyze,Easy
OpenStaxMock,short_answer,2041,What is integral?,integral,s0434,Student explains integral in their own words,,1,24,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2042,What is limit?,limit,s0484,Student explains limit in their own words,,1,107,openstax_mock,,Remember,Hard
OpenStaxMock,short_answer,2043,What is matrix?,matrix,s0590,Student explains matrix in their own words,,1,60,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2044,What is probability?,probability,s0505,Student explains probability in their own words,,1,75,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2045,What is derivative?,derivative,s0750,Student explains derivative in their own words,,1,116,openstax_mock,,Analyze,Hard
OpenStaxMock,short_answer,2046,What is integral?,integral,s0183,Student explains integral in their own words,,1,39,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2047,What is limit?,limit,s0989,Student explains limit in their own words,,1,18,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2048,What is matrix?,matrix,s0671,Student explains matrix in their own words,,1,25,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2049,What is probability?,probability,s0627,Student explains probability in their own words,,1,29,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2000,What is derivative?,derivative,s0068,Student explains derivative in their own words,,1,87,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2001,What is integral?,integral,s0956,Student explains integral in their own words,,1,105,openstax_mock,,Remember,Hard
OpenStaxMock,short_answer,2002,What is limit?,limit,s0377,Student explains limit in their own words,,1,80,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2003,What is matrix?,matrix,s0527,Student explains matrix in their own words,,0,24,openstax_mock,miscon-matrix,Apply,Easy
OpenStaxMock,short_answer,2004,What is probability?,probability,s0109,Student explains probability in their own words,,0,59,openstax_mock,miscon-probability,Remember,Easy
OpenStaxMock,short_answer,2005,What is derivative?,derivative,s0390,Student explains derivative in their own words,,1,42,openstax_mock,,Analyze,Hard
OpenStaxMock,short_answer,2006,What is integral?,integral,s0502,Student explains integral in their own words,,1,93,openstax_mock,,Understand,Medium
OpenStaxMock,short_answer,2007,What is limit?,limit,s0524,Student explains limit in their own words,,0,19,openstax_mock,miscon-limit,Remember,Hard
OpenStaxMock,short_answer,2008,What is matrix?,matrix,s0794,Student explains matrix in their own words,,1,59,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2009,What is probability?,probability,s0715,Student explains probability in their own words,,1,21,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2010,What is derivative?,derivative,s0917,Student explains derivative in their own words,,1,18,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2011,What is integral?,integral,s0464,Student explains integral in their own words,,1,90,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2012,What is limit?,limit,s0675,Student explains limit in their own words,,1,114,openstax_mock,,Remember,Hard
OpenStaxMock,short_answer,2013,What is matrix?,matrix,s0975,Student explains matrix in their own words,,1,54,openstax_mock,,Analyze,Hard
OpenStaxMock,short_answer,2014,What is probability?,probability,s0325,Student explains probability in their own words,,0,114,openstax_mock,miscon-probability,Apply,Easy
OpenStaxMock,short_answer,2015,What is derivative?,derivative,s0144,Student explains derivative in their own words,,0,112,openstax_mock,miscon-derivative,Understand,Easy
OpenStaxMock,short_answer,2016,What is integral?,integral,s0801,Student explains integral in their own words,,1,23,openstax_mock,,Understand,Hard
OpenStaxMock,short_answer,2017,What is limit?,limit,s0295,Student explains limit in their own words,,1,15,openstax_mock,,Understand,Hard
OpenStaxMock,short_answer,2018,What is matrix?,matrix,s0395,Student explains matrix in their own words,,0,95,openstax_mock,miscon-matrix,Understand,Hard
OpenStaxMock,short_answer,2019,What is probability?,probability,s0670,Student explains probability in their own words,,1,85,openstax_mock,,Analyze,Hard
OpenStaxMock,short_answer,2020,What is derivative?,derivative,s0634,Student explains derivative in their own words,,1,61,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2021,What is integral?,integral,s0098,Student explains integral in their own words,,1,41,openstax_mock,,Understand,Hard
OpenStaxMock,short_answer,2022,What is limit?,limit,s0650,Student explains limit in their own words,,1,47,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2023,What is matrix?,matrix,s0023,Student explains matrix in their own words,,0,27,openstax_mock,miscon-matrix,Remember,Easy
OpenStaxMock,short_answer,2024,What is probability?,probability,s0433,Student explains probability in their own words,,1,92,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2025,What is derivative?,derivative,s0068,Student explains derivative in their own words,,0,41,openstax_mock,miscon-derivative,Understand,Easy
OpenStaxMock,short_answer,2026,What is integral?,integral,s0750,Student explains integral in their own words,,0,39,openstax_mock,miscon-integral,Apply,Hard
OpenStaxMock,short_answer,2027,What is limit?,limit,s0965,Student explains limit in their own words,,0,87,openstax_mock,miscon-limit,Remember,Easy
OpenStaxMock,short_answer,2028,What is matrix?,matrix,s0227,Student explains matrix in their own words,,1,67,openstax_mock,,Analyze,Hard
OpenStaxMock,short_answer,2029,What is probability?,probability,s0629,Student explains probability in their own words,,1,104,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2030,What is derivative?,derivative,s0208,Student explains derivative in their own words,,0,28,openstax_mock,miscon-derivative,Remember,Medium
OpenStaxMock,short_answer,2031,What is integral?,integral,s0749,Student explains integral in their own words,,1,95,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2032,What is limit?,limit,s0971,Student explains limit in their own words,,1,44,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2033,What is matrix?,matrix,s0003,Student explains matrix in their own words,,1,55,openstax_mock,,Analyze,Hard
OpenStaxMock,short_answer,2034,What is probability?,probability,s0898,Student explains probability in their own words,,0,110,openstax_mock,miscon-probability,Understand,Hard
OpenStaxMock,short_answer,2035,What is derivative?,derivative,s0936,Student explains derivative in their own words,,0,45,openstax_mock,miscon-derivative,Analyze,Easy
OpenStaxMock,short_answer,2036,What is integral?,integral,s0927,Student explains integral in their own words,,1,11,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2037,What is limit?,limit,s0358,Student explains limit in their own words,,0,55,openstax_mock,miscon-limit,Apply,Easy
OpenStaxMock,short_answer,2038,What is matrix?,matrix,s0453,Student explains matrix in their own words,,1,69,openstax_mock,,Analyze,Easy
OpenStaxMock,short_answer,2039,What is probability?,probability,s0122,Student explains probability in their own words,,0,13,openstax_mock,miscon-probability,Remember,Hard
OpenStaxMock,short_answer,2040,What is derivative?,derivative,s0579,Student explains derivative in their own words,,0,26,openstax_mock,miscon-derivative,Apply,Easy
OpenStaxMock,short_answer,2041,What is integral?,integral,s0186,Student explains integral in their own words,,1,66,openstax_mock,,Analyze,Easy
OpenStaxMock,short_answer,2042,What is limit?,limit,s0450,Student explains limit in their own words,,1,16,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2043,What is matrix?,matrix,s0443,Student explains matrix in their own words,,1,119,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2044,What is probability?,probability,s0378,Student explains probability in their own words,,1,116,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2045,What is derivative?,derivative,s0664,Student explains derivative in their own words,,0,86,openstax_mock,miscon-derivative,Remember,Medium
OpenStaxMock,short_answer,2046,What is integral?,integral,s0961,Student explains integral in their own words,,1,65,openstax_mock,,Analyze,Easy
OpenStaxMock,short_answer,2047,What is limit?,limit,s0987,Student explains limit in their own words,,1,93,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2048,What is matrix?,matrix,s0468,Student explains matrix in their own words,,1,82,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2049,What is probability?,probability,s0248,Student explains probability in their own words,,1,48,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2000,What is derivative?,derivative,s0384,Student explains derivative in their own words,,1,88,openstax_mock,,Remember,Hard
OpenStaxMock,short_answer,2001,What is integral?,integral,s0787,Student explains integral in their own words,,1,31,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2002,What is limit?,limit,s0736,Student explains limit in their own words,,0,21,openstax_mock,miscon-limit,Analyze,Hard
OpenStaxMock,short_answer,2003,What is matrix?,matrix,s0841,Student explains matrix in their own words,,0,43,openstax_mock,miscon-matrix,Understand,Hard
OpenStaxMock,short_answer,2004,What is probability?,probability,s0267,Student explains probability in their own words,,1,41,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2005,What is derivative?,derivative,s0946,Student explains derivative in their own words,,1,80,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2006,What is integral?,integral,s0966,Student explains integral in their own words,,0,31,openstax_mock,miscon-integral,Analyze,Medium
OpenStaxMock,short_answer,2007,What is limit?,limit,s0153,Student explains limit in their own words,,0,94,openstax_mock,miscon-limit,Apply,Easy
OpenStaxMock,short_answer,2008,What is matrix?,matrix,s0457,Student explains matrix in their own words,,1,26,openstax_mock,,Remember,Hard
OpenStaxMock,short_answer,2009,What is probability?,probability,s0960,Student explains probability in their own words,,1,56,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2010,What is derivative?,derivative,s0930,Student explains derivative in their own words,,0,13,openstax_mock,miscon-derivative,Understand,Medium
OpenStaxMock,short_answer,2011,What is integral?,integral,s0711,Student explains integral in their own words,,0,15,openstax_mock,miscon-integral,Remember,Easy
OpenStaxMock,short_answer,2012,What is limit?,limit,s0276,Student explains limit in their own words,,1,33,openstax_mock,,Analyze,Easy
OpenStaxMock,short_answer,2013,What is matrix?,matrix,s0002,Student explains matrix in their own words,,1,114,openstax_mock,,Understand,Hard
OpenStaxMock,short_answer,2014,What is probability?,probability,s0747,Student explains probability in their own words,,1,40,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2015,What is derivative?,derivative,s0593,Student explains derivative in their own words,,1,62,openstax_mock,,Analyze,Hard
OpenStaxMock,short_answer,2016,What is integral?,integral,s0942,Student explains integral in their own words,,1,95,openstax_mock,,Analyze,Easy
OpenStaxMock,short_answer,2017,What is limit?,limit,s0786,Student explains limit in their own words,,1,115,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2018,What is matrix?,matrix,s0040,Student explains matrix in their own words,,1,53,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2019,What is probability?,probability,s0684,Student explains probability in their own words,,1,29,openstax_mock,,Understand,Hard
OpenStaxMock,short_answer,2020,What is derivative?,derivative,s0308,Student explains derivative in their own words,,1,24,openstax_mock,,Understand,Medium
OpenStaxMock,short_answer,2021,What is integral?,integral,s0291,Student explains integral in their own words,,0,73,openstax_mock,miscon-integral,Understand,Easy
OpenStaxMock,short_answer,2022,What is limit?,limit,s0046,Student explains limit in their own words,,0,45,openstax_mock,miscon-limit,Understand,Hard
OpenStaxMock,short_answer,2023,What is matrix?,matrix,s0588,Student explains matrix in their own words,,1,100,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2024,What is probability?,probability,s0097,Student explains probability in their own words,,0,102,openstax_mock,miscon-probability,Remember,Easy
OpenStaxMock,short_answer,2025,What is derivative?,derivative,s0414,Student explains derivative in their own words,,0,47,openstax_mock,miscon-derivative,Analyze,Hard
OpenStaxMock,short_answer,2026,What is integral?,integral,s0874,Student explains integral in their own words,,1,71,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2027,What is limit?,limit,s0037,Student explains limit in their own words,,0,91,openstax_mock,miscon-limit,Understand,Hard
OpenStaxMock,short_answer,2028,What is matrix?,matrix,s0349,Student explains matrix in their own words,,1,104,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2029,What is probability?,probability,s0509,Student explains probability in their own words,,1,15,openstax_mock,,Remember,Hard
OpenStaxMock,short_answer,2030,What is derivative?,derivative,s0528,Student explains derivative in their own words,,1,90,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2031,What is integral?,integral,s0709,Student explains integral in their own words,,0,110,openstax_mock,miscon-integral,Remember,Hard
OpenStaxMock,short_answer,2032,What is limit?,limit,s0063,Student explains limit in their own words,,0,53,openstax_mock,miscon-limit,Understand,Medium
OpenStaxMock,short_answer,2033,What is matrix?,matrix,s0193,Student explains matrix in their own words,,0,11,openstax_mock,miscon-matrix,Remember,Medium
OpenStaxMock,short_answer,2034,What is probability?,probability,s0108,Student explains probability in their own words,,1,39,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2035,What is derivative?,derivative,s0802,Student explains derivative in their own words,,1,100,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2036,What is integral?,integral,s0955,Student explains integral in their own words,,1,80,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2037,What is limit?,limit,s0315,Student explains limit in their own words,,1,11,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2038,What is matrix?,matrix,s0809,Student explains matrix in their own words,,1,12,openstax_mock,,Understand,Medium
OpenStaxMock,short_answer,2039,What is probability?,probability,s0653,Student explains probability in their own words,,0,39,openstax_mock,miscon-probability,Apply,Hard
OpenStaxMock,short_answer,2040,What is derivative?,derivative,s0910,Student explains derivative in their own words,,0,44,openstax_mock,miscon-derivative,Analyze,Hard
OpenStaxMock,short_answer,2041,What is integral?,integral,s0378,Student explains integral in their own words,,1,31,openstax_mock,,Remember,Hard
OpenStaxMock,short_answer,2042,What is limit?,limit,s0983,Student explains limit in their own words,,1,91,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2043,What is matrix?,matrix,s0519,Student explains matrix in their own words,,1,118,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2044,What is probability?,probability,s0672,Student explains probability in their own words,,0,69,openstax_mock,miscon-probability,Analyze,Medium
OpenStaxMock,short_answer,2045,What is derivative?,derivative,s0560,Student explains derivative in their own words,,0,47,openstax_mock,miscon-derivative,Understand,Easy
OpenStaxMock,short_answer,2046,What is integral?,integral,s0195,Student explains integral in their own words,,0,29,openstax_mock,miscon-integral,Understand,Hard
OpenStaxMock,short_answer,2047,What is limit?,limit,s0409,Student explains limit in their own words,,0,77,openstax_mock,miscon-limit,Apply,Easy
OpenStaxMock,short_answer,2048,What is matrix?,matrix,s0837,Student explains matrix in their own words,,1,87,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2049,What is probability?,probability,s0311,Student explains probability in their own words,,0,23,openstax_mock,miscon-probability,Analyze,Medium
OpenStaxMock,short_answer,2000,What is derivative?,derivative,s0983,Student explains derivative in their own words,,1,19,openstax_mock,,Analyze,Easy
OpenStaxMock,short_answer,2001,What is integral?,integral,s0955,Student explains integral in their own words,,0,66,openstax_mock,miscon-integral,Analyze,Medium
OpenStaxMock,short_answer,2002,What is limit?,limit,s0143,Student explains limit in their own words,,1,22,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2003,What is matrix?,matrix,s0835,Student explains matrix in their own words,,0,13,openstax_mock,miscon-matrix,Apply,Easy
OpenStaxMock,short_answer,2004,What is probability?,probability,s0991,Student explains probability in their own words,,1,65,openstax_mock,,Analyze,Medium
OpenStaxMock,short_answer,2005,What is derivative?,derivative,s0813,Student explains derivative in their own words,,1,93,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2006,What is integral?,integral,s0277,Student explains integral in their own words,,1,38,openstax_mock,,Apply,Easy
OpenStaxMock,short_answer,2007,What is limit?,limit,s0086,Student explains limit in their own words,,1,77,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2008,What is matrix?,matrix,s0685,Student explains matrix in their own words,,0,30,openstax_mock,miscon-matrix,Remember,Easy
OpenStaxMock,short_answer,2009,What is probability?,probability,s0161,Student explains probability in their own words,,1,86,openstax_mock,,Apply,Hard
OpenStaxMock,short_answer,2010,What is derivative?,derivative,s0871,Student explains derivative in their own words,,0,12,openstax_mock,miscon-derivative,Remember,Hard
OpenStaxMock,short_answer,2011,What is integral?,integral,s0108,Student explains integral in their own words,,0,104,openstax_mock,miscon-integral,Remember,Hard
OpenStaxMock,short_answer,2012,What is limit?,limit,s0420,Student explains limit in their own words,,1,10,openstax_mock,,Remember,Medium
OpenStaxMock,short_answer,2013,What is matrix?,matrix,s0407,Student explains matrix in their own words,,1,78,openstax_mock,,Understand,Hard
OpenStaxMock,short_answer,2014,What is probability?,probability,s0104,Student explains probability in their own words,,0,84,openstax_mock,miscon-probability,Remember,Hard
OpenStaxMock,short_answer,2015,What is derivative?,derivative,s0961,Student explains derivative in their own words,,0,89,openstax_mock,miscon-derivative,Analyze,Hard
OpenStaxMock,short_answer,2016,What is integral?,integral,s0665,Student explains integral in their own words,,1,85,openstax_mock,,Understand,Medium
OpenStaxMock,short_answer,2017,What is limit?,limit,s0752,Student explains limit in their own words,,1,13,openstax_mock,,Understand,Easy
OpenStaxMock,short_answer,2018,What is matrix?,matrix,s0386,Student explains matrix in their own words,,1,50,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2019,What is probability?,probability,s0185,Student explains probability in their own words,,1,81,openstax_mock,,Remember,Easy
OpenStaxMock,short_answer,2020,What is derivative?,derivative,s0049,Student explains derivative in their own words,,1,30,openstax_mock,,Analyze,Easy
OpenStaxMock,short_answer,2021,What is integral?,integral,s0072,Student explains integral in their own words,,0,102,openstax_mock,miscon-integral,Apply,Easy
OpenStaxMock,short_answer,2022,What is limit?,limit,s0825,Student explains limit in their own words,,1,111,openstax_mock,,Remember,Hard
OpenStaxMock,short_answer,2023,What is matrix?,matrix,s0134,Student explains matrix in their own words,,1,49,openstax_mock,,Apply,Medium
OpenStaxMock,short_answer,2024,What is probability?,probability,s0220,Student explains probability in their own words,,0,51,openstax_mock,miscon-probability,Understand,Hard
